doc_id,sentence_nr,sentence,relation_types,arguments
OA-STM_037,242,"Finally , Fagerfjäll [ 10 ] showed how mixed integer linear programming techniques can be used to optimise for both the number and position of turbines .",All,"['optimise', 'the number', 'optimise', 'position', 'of turbines', 'of turbines']"
OA-STM_037,247,"Secondly , the ratio of turbine height to free - surface elevation is significantly different : while the rotor diameter of a wind turbine is small compared to the height of the atmosphere , tidal turbines typically have diameters of around 20 m and are deployed in water depths of approximately 50 m or less .",All,"['ratio', 'turbine height', 'ratio', 'free - surface elevation']"
OA-STM_037,251,This interaction adds an additional complication to the optimisation of tidal farms .,All,"['optimisation', 'tidal farms']"
OA-STM_037,256,"Section 6 presents an application of this approach where the positions of up to 256 turbines are optimised in a geometry motivated by the Inner Sound of the Pentland Firth , Scotland .",All,"['optimised', 'the positions of up to 256 turbines']"
OA-STM_037,280+281,"  Secondly , the functional gradient is obtainedby:(10)ⅆJⅆm︸|J|×|m|=-λ∗︸|J|×|z|∂F∂m︸|z|×|m|+∂J∂m︸|J|×|m|.The functional gradient is the key piece of information that makes the optimisation of large numbers of turbines tractable .",All,"['optimisation', 'large numbers of turbines tractable']"
OA-STM_039,1+2,  Core Indus-10 is located northwest of the Indus Canyon and exhibits fluctuations in smectite/(illite+chlorite)ratios that correlate with monsoon intensity .,All,"['correlate', 'monsoon intensity']"
OA-STM_039,49,"Hematite / goethite ratios are often estimated using the first derivative peak of hematite , which occurs at 575 nm and the first derivative peak of goethite , which occurs at 565 nm ( Helmke et al . , 2002 ) .",All,"['ratios', 'Hematite', 'ratios', 'goethite']"
OA-STM_039,71,"Falling susceptibility of the 5.5ka correlates with the weaker monsoon , although increases after 2.5ka are hard to relate to climate records .",All,"['correlates', 'the weaker monsoon']"
OA-STM_039,75,"The most promising weathering proxies are smectite/(illite+chlorite ) and illite crystallinity , but it is unclear whether the positive correlation between weathering intensity and summer monsoon strength is driven by direct response , or more by erosion and reworking of material weathered during earlier time periods .",All,"['correlation', 'weathering intensity', 'correlation', 'summer monsoon strength']"
OA-STM_039,93,"The kaolinite / illite ratio ( Fig . 10B ) is associated with a range of εNd values , both onshore and offshore .",All,"['ratio', 'illite']"
OA-STM_039,94,Overall there is no correlation between clay mineralogy and εNd .,All,"['correlation', 'clay mineralogy', 'correlation', 'εNd']"
OA-STM_039,101,"In general however , the smectite/(chlorite+illite ) ratios of the Indus sediments show higher values ( more weathering ) between 10 and 5ka , when the monsoon was stronger .",All,"['ratios', 'the Indus sediments']"
OA-STM_039,105,"During the recent past , especially the last 200years the overall pattern both in the on and offshore record is a net increase in the smectite/(chlorite+illite ) ratios , following a period of falling ratios between 6 and 2ka at Indus-10 and a shift towards more negative εNd values .",All,"['ratios', '6']"
OA-STM_039,107+108,"  Clay mineralogy as a weathering proxyBecause of their contrasting originskaolinite / illite ratios have been used as proxies for hydrolysis compared to physical erosion intensity in marine sediments ( Chamley , 1989 ) .",All,"['ratios', 'illite']"
OA-STM_039,116,"For all three clay mineral ratios there is a poorly defined negative relationship between weathering intensity from the geochemistry and the weathering intensity in the clay mineralogy , although some of this relationship may be caused by the effects of grain size , this could also be attributed to the loss of potassium and the increase in both kaolinite and smectite during chemical weathering .",All,"['relationship', 'weathering intensity from the geochemistry', 'relationship', 'the weathering intensity', 'in the clay mineralogy']"
OA-STM_039,121+122,"  Response to Holocene sea level rise and monsoon intensificationTemporal variations in magnetic susceptibility , mass accumulation rates , clay mineralogy , redness , illite crystallinity / goethite ratios are plotted against the Qunf Cave climate record of Fleitmann et al .",All,"['ratios', 'goethite']"
OA-STM_039,124,"A similar coherent relationship between smectite/(chlorite+illite ) and monsoon strength has been observed elsewhere in Asia ( Colin et al . , 1999 ) .",All,"['relationship', 'monsoon strength']"
OA-STM_039,140+141,"  We conclude that clay mineralogy and DRS data can be correlated with palaeoclimatic data over periods>1000years at Indus-10.εNd values indicate that some of the sediment deposited in the Early Holocene at Indus-10 was sourced from the Makran region , presumably through longshore drift , as well as from the Indus River mouth ( Limmer et al . , 2012 ) .",All,"['correlated', 'the Indus River mouth']"
OA-STM_039,143,"What is more surprising is the contrast between sediment from Indus-23 and the drill site at Keti Bandar , despite their relative proximity .",All,"['contrast', 'the drill site at Keti Bandar']"
OA-STM_039,251,"There is no clear correlation between sediment type and any of these geophysical proxies , apart from at the depositional hiatuses .",All,"['correlation', 'sediment type', 'correlation', 'any of these geophysical proxies']"
OA-STM_039,253,"Above the depositional hiatus at ~850cmbsf magnetic susceptibility increases from 75×10 - 6 SI to approximately 260×10 - 6 SI at 700cmbsf , while redness and hematite / goethite ratios values decline sharply from ~2.8 % to 0.8 % and 1.8 to 0.8 respectively .",All,"['ratios', 'goethite']"
OA-STM_039,267,"Below the hiatus in Indus-23 (~7.5ka) , both cores show very similar patterns in clay mineralogy , although there is an increase in all ratios in Indus-10 between 13ka and 9ka .",All,"['ratios', '13ka']"
OA-STM_039,276,"The smectite / kaolinite ratio follows the pattern of smectite - based ratios ( e.g. , smectite / chlorite ) .",All,"['ratio', 'kaolinite', 'ratios', 'kaolinite']"
OA-STM_040,46+47+48,"  The transformation relationships between the components of the generic vector b→ in the Cartesian coordinate system and its contravariant and covariant components , bl and bl , in the curvilinear coordinate system are given by:(8)bl = g→l⋅b→,b→=blg→l , bl = g→l⋅b→b→=blg→lInthe following equations , a comma with an index in a subscript stands for covariant differentiation .",All,"['relationships', 'the components of the generic vector b→']"
OA-STM_040,69,We integrate over an arbitrary surface element of area ΔA and resolve in the direction λk the rate of change of the depth integrated momentum ( per unit mass ) and the depth integrated resultant force ( per unit mass ) .,All,"['integrate', 'an arbitrary surface element of area ΔA']"
OA-STM_040,97,"The most common forms of the standard Boussinesq equations include the lowest order of both frequency dispersion and non - linearities and are able to adequately represent wave phenomena only in a range of values of the water depth , h0 , to deep water wave length , L0 , ratio up to 0.2.Madsen and Sørensen (1992) proposed an extended form of the Boussinesq equations , expressed in function of the depth averaged velocity , which allowed the representation of wave phenomena even in regions where the h0 / L0 ratio is close to 0.5 .",All,"['ratio', 'L0', 'ratio', 'L0', 'ratio', 'L0']"
OA-STM_040,108,Velocity and free surface elevation fields obtained by numerical integration of the above - mentioned Boussinesq equations were averaged in time and gave the possibility to predict longshore and rip currents and to simulate the coupled interaction of surface waves and currents .,All,"['interaction', 'surface waves', 'interaction', 'currents']"
OA-STM_040,148,The second of these strategies is based on the use of computational cells that result from the intersection of curvilinear boundary conforming coordinate lines .,All,"['intersection', 'curvilinear boundary conforming coordinate lines']"
OA-STM_040,162,"In order to avoid Christoffel symbols , the contravariant form of the motion equations is integrated on an arbitrary surface and is resolved in the direction identified by a constant parallel vector field .",All,"['integrated', 'an arbitrary surface']"
OA-STM_040,215,"7 shows the comparison between the computed and measured values of the free surface elevation for the regular wave shown in Beji and Battjes (1994) ( test A of Table 2).At station 2 , the wave train is still almost sinusoidal and the agreement between numerical and experimental data is very good .",All,"['agreement', 'numerical']"
OA-STM_040,216,Also in the next stations the agreement between the numerical and experimental results is very good .,All,"['agreement', 'the numerical']"
OA-STM_040,217,"In particular , consistent with what had already been highlighted by Beji and Battjes (1994) in the successive stations the waves are progressively steepened by interaction with the bar and lose vertical symmetry to assume a typical sawtooth shape ; furthermore the secondary wave mode gains energy from the main wave mode .",All,"['interaction', 'the bar', 'interaction', 'lose vertical symmetry']"
OA-STM_040,218,7 shows the ability of the proposed model to simulate wave transformation due to the wave - bar interaction in terms of both phases and amplitudes .,All,"['interaction', 'phases', 'interaction', 'amplitudes']"
OA-STM_040,279,"The average Ri , j obtained is 3.59 that is compatible with the fifth - order and second - order used in the scheme .",All,"['compatible', 'the fifth - order', 'compatible', 'second - order', 'used in the scheme']"
OA-STM_040,323,This current flowing offshore - ward interacts with the incoming waves .,All,"['interacts', 'This current flowing offshore - ward', 'interacts', 'the incoming waves']"
OA-STM_041,0,"Silica nanoparticles possessing three different diameters ( 23 , 74 and 170 nm ) were used to modify a piperidine - cured epoxy polymer .",All,"['modify', 'Silica nanoparticles']"
OA-STM_041,29,"Silica nanoparticles possessing three different diameters ( 23 , 74 and 170 nm ) were used to modify a piperidine - cured epoxy polymer .",All,"['modify', 'Silica nanoparticles']"
OA-STM_041,67,"The fracture energy , GC , was calculated from the values of the fracture toughness , Poisson 's ratio and Young 's modulus [ 19].The fracture surfaces of the SENB samples were studied using scanning electron microscopy .",All,"['ratio', 'Poisson']"
OA-STM_041,72,The FEG - SEM images were overlaid with an evenly spaced grid .,All,"['overlaid', 'an evenly spaced grid']"
OA-STM_041,287,"The diameter of the voids was measured , and was found to correlate well with the calculated value that may be deduced from Ref .",All,"['correlate', 'the calculated value']"
OA-STM_042,31+32,"  In Nigeria , recurrent selection of maize for grain yield and Striga resistance had been reported to be successful ( Badu - Apraku , 2010 ; Menkir and Kling , 2007).The lower measured response from selection for Striga resistance at Cinzana may be attributed to the following factors:-predominance of selection at Sadoré , i.e. , lower number and later start of the genepool evaluations at Cinzana;-selection of the genepool parents mainly from Niger;-significant G×E interaction for ASNPC across Sadoré and Cinzana , combined with predominance of selection at Sadoré might have resulted in specific adaptation of the genepool to the Striga population at Sadoré;-fluctuations in selection pressure , resulting from year - to - year variation in the level of parasite infestation , especially under the conditions of natural Striga infestation as was the case at Cinzana(artificial Striga infestation might therefore be generally preferable , but requires strict isolation to prevent any Striga seed to migrate ; but such isolation was not possible at Cinzana ; obviously , artificial infestation can not be recommended if farmers ' fields are used during evaluation - here careful field selection in the previous year is key to success);-the low Striga infestation level at Cinzana during the evaluation of selection progress , which might have been sub - optimal for differentiation among the tested entries - but this is less probable since the estimated plot - based heritability was sufficiently high at Cinzana during the test year ..",All,"['interaction', 'ASNPC']"
